アイスランド,upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Flag_of_Iceland.svg/125px-Flag_of_Iceland.svg.png
タジキスタン,upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Flag_of_Tajikistan.svg/150px-Flag_of_Tajikistan.svg.png
タンザニア,upload.wikimedia.org/wikipedia/commons/thumb/3/38/Flag_of_Tanzania.svg/130px-Flag_of_Tanzania.svg.png
チェコ,upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Flag_of_the_Czech_Republic.svg/130px-Flag_of_the_Czech_Republic.svg.png
チャド,upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Flag_of_Chad.svg/130px-Flag_of_Chad.svg.png
中央アフリカ共和国,upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Flag_of_the_Central_African_Republic.svg/130px-Flag_of_the_Central_African_Republic.svg.png
中華人民共和国,upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Flag_of_the_People%27s_Republic_of_China.svg/130px-Flag_of_the_People%27s_Republic_of_China.svg.png
中華民国,upload.wikimedia.org/wikipedia/commons/thumb/7/72/Flag_of_the_Republic_of_China.svg/130px-Flag_of_the_Republic_of_China.svg.png
チュニジア,upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Flag_of_Tunisia.svg/130px-Flag_of_Tunisia.svg.png
朝鮮民主主義人民共和国,upload.wikimedia.org/wikipedia/commons/thumb/5/51/Flag_of_North_Korea.svg/150px-Flag_of_North_Korea.svg.png
チリ,upload.wikimedia.org/wikipedia/commons/thumb/7/78/Flag_of_Chile.svg/130px-Flag_of_Chile.svg.png
ツバル,upload.wikimedia.org/wikipedia/commons/thumb/3/38/Flag_of_Tuvalu.svg/150px-Flag_of_Tuvalu.svg.png
デンマーク,upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Flag_of_Denmark.svg/122px-Flag_of_Denmark.svg.png
ドイツ,upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Flag_of_Germany.svg/137px-Flag_of_Germany.svg.png
トーゴ,upload.wikimedia.org/wikipedia/commons/thumb/6/68/Flag_of_Togo.svg/137px-Flag_of_Togo.svg.png
ドミニカ共和国,upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Flag_of_the_Dominican_Republic.svg/130px-Flag_of_the_Dominican_Republic.svg.png
ドミニカ国,upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Flag_of_Dominica.svg/150px-Flag_of_Dominica.svg.png
トリニダード・トバゴ,upload.wikimedia.org/wikipedia/commons/thumb/6/64/Flag_of_Trinidad_and_Tobago.svg/137px-Flag_of_Trinidad_and_Tobago.svg.png
トルクメニスタン,upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Flag_of_Turkmenistan.svg/130px-Flag_of_Turkmenistan.svg.png
トルコ,upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Flag_of_Turkey.svg/130px-Flag_of_Turkey.svg.png
トンガ,upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Flag_of_Tonga.svg/150px-Flag_of_Tonga.svg.png
ナイジェリア,upload.wikimedia.org/wikipedia/commons/thumb/7/79/Flag_of_Nigeria.svg/150px-Flag_of_Nigeria.svg.png
ナウル,upload.wikimedia.org/wikipedia/commons/thumb/3/30/Flag_of_Nauru.svg/150px-Flag_of_Nauru.svg.png
ナミビア,upload.wikimedia.org/wikipedia/commons/thumb/0/00/Flag_of_Namibia.svg/130px-Flag_of_Namibia.svg.png
ニウエ,upload.wikimedia.org/wikipedia/commons/thumb/0/01/Flag_of_Niue.svg/150px-Flag_of_Niue.svg.png
ニカラグア,upload.wikimedia.org/wikipedia/commons/thumb/1/19/Flag_of_Nicaragua.svg/137px-Flag_of_Nicaragua.svg.png
ニジェール,upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Flag_of_Niger.svg/115px-Flag_of_Niger.svg.png
西サハラ,upload.wikimedia.org/wikipedia/commons/thumb/2/26/Flag_of_the_Sahrawi_Arab_Democratic_Republic.svg/157px-Flag_of_the_Sahrawi_Arab_Democratic_Republic.svg.png
日本,upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Flag_of_Japan.svg/130px-Flag_of_Japan.svg.png
ニュージーランド,upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Flag_of_New_Zealand.svg/150px-Flag_of_New_Zealand.svg.png
ネパール,upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Flag_of_Nepal.svg/92px-Flag_of_Nepal.svg.png
ノルウェー,upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Flag_of_Norway.svg/124px-Flag_of_Norway.svg.png
バーレーン,upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Flag_of_Bahrain.svg/137px-Flag_of_Bahrain.svg.png
ハイチ,upload.wikimedia.org/wikipedia/commons/thumb/5/56/Flag_of_Haiti.svg/137px-Flag_of_Haiti.svg.png
パキスタン,upload.wikimedia.org/wikipedia/commons/thumb/3/32/Flag_of_Pakistan.svg/130px-Flag_of_Pakistan.svg.png
バチカン,upload.wikimedia.org/wikipedia/commons/thumb/0/00/Flag_of_the_Vatican_City.svg/106px-Flag_of_the_Vatican_City.svg.png
パナマ,upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Flag_of_Panama.svg/130px-Flag_of_Panama.svg.png
バヌアツ,upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Flag_of_Vanuatu.svg/137px-Flag_of_Vanuatu.svg.png
バハマ,upload.wikimedia.org/wikipedia/commons/thumb/9/93/Flag_of_the_Bahamas.svg/150px-Flag_of_the_Bahamas.svg.png
パプアニューギニア,upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Flag_of_Papua_New_Guinea.svg/122px-Flag_of_Papua_New_Guinea.svg.png
パラオ,upload.wikimedia.org/wikipedia/commons/thumb/4/48/Flag_of_Palau.svg/134px-Flag_of_Palau.svg.png
パラグアイ,upload.wikimedia.org/wikipedia/commons/thumb/2/27/Flag_of_Paraguay.svg/137px-Flag_of_Paraguay.svg.png
バルバドス,upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Flag_of_Barbados.svg/130px-Flag_of_Barbados.svg.png
パレスチナ,upload.wikimedia.org/wikipedia/commons/thumb/0/00/Flag_of_Palestine.svg/150px-Flag_of_Palestine.svg.png
ハンガリー,upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Flag_of_Hungary.svg/150px-Flag_of_Hungary.svg.png
バングラデシュ,upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Flag_of_Bangladesh.svg/137px-Flag_of_Bangladesh.svg.png
東ティモール,upload.wikimedia.org/wikipedia/commons/thumb/2/26/Flag_of_East_Timor.svg/150px-Flag_of_East_Timor.svg.png
フィジー,upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Flag_of_Fiji.svg/150px-Flag_of_Fiji.svg.png
フィリピン,upload.wikimedia.org/wikipedia/commons/thumb/9/99/Flag_of_the_Philippines.svg/150px-Flag_of_the_Philippines.svg.png
フィンランド,upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Flag_of_Finland.svg/136px-Flag_of_Finland.svg.png
ブータン,upload.wikimedia.org/wikipedia/commons/thumb/9/91/Flag_of_Bhutan.svg/130px-Flag_of_Bhutan.svg.png
ブラジル,upload.wikimedia.org/wikipedia/commons/thumb/0/05/Flag_of_Brazil.svg/127px-Flag_of_Brazil.svg.png
フランス,upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/130px-Flag_of_France.svg.png
ブルガリア,upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Flag_of_Bulgaria.svg/130px-Flag_of_Bulgaria.svg.png
ブルキナファソ,upload.wikimedia.org/wikipedia/commons/thumb/3/31/Flag_of_Burkina_Faso.svg/130px-Flag_of_Burkina_Faso.svg.png
ブルネイ,upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Flag_of_Brunei.svg/150px-Flag_of_Brunei.svg.png
ブルンジ,upload.wikimedia.org/wikipedia/commons/thumb/5/50/Flag_of_Burundi.svg/130px-Flag_of_Burundi.svg.png
ベトナム,upload.wikimedia.org/wikipedia/commons/thumb/2/21/Flag_of_Vietnam.svg/130px-Flag_of_Vietnam.svg.png
ベナン,upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Flag_of_Benin.svg/130px-Flag_of_Benin.svg.png
ベネズエラ,upload.wikimedia.org/wikipedia/commons/thumb/0/06/Flag_of_Venezuela.svg/130px-Flag_of_Venezuela.svg.png
ベラルーシ,upload.wikimedia.org/wikipedia/commons/thumb/8/85/Flag_of_Belarus.svg/150px-Flag_of_Belarus.svg.png
ベリーズ,upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Flag_of_Belize.svg/130px-Flag_of_Belize.svg.png
ペルー,upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Flag_of_Peru.svg/130px-Flag_of_Peru.svg.png
ベルギー,upload.wikimedia.org/wikipedia/commons/thumb/6/65/Flag_of_Belgium.svg/114px-Flag_of_Belgium.svg.png
ポーランド,upload.wikimedia.org/wikipedia/commons/thumb/1/12/Flag_of_Poland.svg/130px-Flag_of_Poland.svg.png
ボスニア・ヘルツェゴビナ,upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Flag_of_Bosnia_and_Herzegovina.svg/150px-Flag_of_Bosnia_and_Herzegovina.svg.png
ボツワナ,upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Flag_of_Botswana.svg/130px-Flag_of_Botswana.svg.png
ボリビア,upload.wikimedia.org/wikipedia/commons/thumb/4/48/Flag_of_Bolivia.svg/130px-Flag_of_Bolivia.svg.png
ポルトガル,upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Flag_of_Portugal.svg/130px-Flag_of_Portugal.svg.png
ホンジュラス,upload.wikimedia.org/wikipedia/commons/thumb/8/82/Flag_of_Honduras.svg/150px-Flag_of_Honduras.svg.png
マーシャル諸島,upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Flag_of_the_Marshall_Islands.svg/146px-Flag_of_the_Marshall_Islands.svg.png
マケドニア,upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Flag_of_Macedonia.svg/150px-Flag_of_Macedonia.svg.png
マダガスカル,upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Flag_of_Madagascar.svg/130px-Flag_of_Madagascar.svg.png
マラウイ,upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Flag_of_Malawi.svg/130px-Flag_of_Malawi.svg.png
マリ,upload.wikimedia.org/wikipedia/commons/thumb/9/92/Flag_of_Mali.svg/130px-Flag_of_Mali.svg.png
マルタ,upload.wikimedia.org/wikipedia/commons/thumb/7/73/Flag_of_Malta.svg/130px-Flag_of_Malta.svg.png
マレーシア,upload.wikimedia.org/wikipedia/commons/thumb/6/66/Flag_of_Malaysia.svg/150px-Flag_of_Malaysia.svg.png
ミクロネシア連邦,upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Flag_of_the_Federated_States_of_Micronesia.svg/146px-Flag_of_the_Federated_States_of_Micronesia.svg.png
南アフリカ共和国,upload.wikimedia.org/wikipedia/commons/thumb/a/af/Flag_of_South_Africa.svg/130px-Flag_of_South_Africa.svg.png
南オセチア,upload.wikimedia.org/wikipedia/commons/thumb/1/12/Flag_of_South_Ossetia.svg/150px-Flag_of_South_Ossetia.svg.png
南スーダン,upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Flag_of_South_Sudan.svg/150px-Flag_of_South_Sudan.svg.png
ミャンマー,upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Flag_of_Myanmar.svg/144px-Flag_of_Myanmar.svg.png
メキシコ,upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Flag_of_Mexico.svg/140px-Flag_of_Mexico.svg.png
モーリシャス,upload.wikimedia.org/wikipedia/commons/thumb/7/77/Flag_of_Mauritius.svg/130px-Flag_of_Mauritius.svg.png
モーリタニア,upload.wikimedia.org/wikipedia/commons/thumb/4/43/Flag_of_Mauritania.svg/130px-Flag_of_Mauritania.svg.png
モザンビーク,upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Flag_of_Mozambique.svg/130px-Flag_of_Mozambique.svg.png
モナコ,upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Flag_of_Monaco.svg/119px-Flag_of_Monaco.svg.png
モルディブ,upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Flag_of_Maldives.svg/130px-Flag_of_Maldives.svg.png
モルドバ,upload.wikimedia.org/wikipedia/commons/thumb/2/27/Flag_of_Moldova.svg/150px-Flag_of_Moldova.svg.png
モロッコ,upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Flag_of_Morocco.svg/130px-Flag_of_Morocco.svg.png
モンゴル,upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Flag_of_Mongolia.svg/150px-Flag_of_Mongolia.svg.png
モンテネグロ,upload.wikimedia.org/wikipedia/commons/thumb/6/64/Flag_of_Montenegro.svg/150px-Flag_of_Montenegro.svg.png
ヨルダン,upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Flag_of_Jordan.svg/150px-Flag_of_Jordan.svg.png
ラオス,upload.wikimedia.org/wikipedia/commons/thumb/5/56/Flag_of_Laos.svg/130px-Flag_of_Laos.svg.png
ラトビア,upload.wikimedia.org/wikipedia/commons/thumb/8/84/Flag_of_Latvia.svg/150px-Flag_of_Latvia.svg.png
リトアニア,upload.wikimedia.org/wikipedia/commons/thumb/1/11/Flag_of_Lithuania.svg/137px-Flag_of_Lithuania.svg.png
リビア,upload.wikimedia.org/wikipedia/commons/thumb/0/05/Flag_of_Libya.svg/150px-Flag_of_Libya.svg.png
リヒテンシュタイン,upload.wikimedia.org/wikipedia/commons/thumb/4/47/Flag_of_Liechtenstein.svg/137px-Flag_of_Liechtenstein.svg.png
リベリア,upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Flag_of_Liberia.svg/146px-Flag_of_Liberia.svg.png
ルーマニア,upload.wikimedia.org/wikipedia/commons/thumb/7/73/Flag_of_Romania.svg/130px-Flag_of_Romania.svg.png
ルクセンブルク,upload.wikimedia.org/wikipedia/commons/thumb/d/da/Flag_of_Luxembourg.svg/137px-Flag_of_Luxembourg.svg.png
ルワンダ,upload.wikimedia.org/wikipedia/commons/thumb/1/17/Flag_of_Rwanda.svg/130px-Flag_of_Rwanda.svg.png
レソト,upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Flag_of_Lesotho.svg/130px-Flag_of_Lesotho.svg.png
レバノン,upload.wikimedia.org/wikipedia/commons/thumb/5/59/Flag_of_Lebanon.svg/130px-Flag_of_Lebanon.svg.png
ロシア,upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Flag_of_Russia.svg/130px-Flag_of_Russia.svg.png
